policyno,plcydate,clm_freq5,clm_amt5,clm_amt,kidsdriv,travtime,car_use,bluebook,retained,npolicy,car_type,red_car,mvr_pts,clm_flag,age,homekids,yoj,income,gender,parent1,jobclass,max_educ,home_val,samehome,yearsinhome,area,in_yy,hadclaim,commercial,cartype_panel,cartype_sports,cartype_pickup,cartype_suv,cartype_sedan,cartype_van,redcar,revolked,male,married,singleparent,job_bluecollar,urban,homeowner,probclaim
9359465,1995-06-22,0,0,0,0,12,Commercial,28510,4,1,Panel Truck,yes,0,No,48,0,8,117338,M,No,Unknown,PhD,331818,20,20,Urban,FALSE,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,.16069861
9359498,1996-05-24,0,0,0,0,75,Commercial,16170,6,2,Sedan,yes,1,No,30,0,10,37614,M,No,Blue Collar,High School,165402,1,1,Rural,FALSE,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,.053869173
9366672,1996-08-11,1,8533,2203,0,61,Private,12520,9,3,SUV,no,7,Yes,55,0,13,74385,F,No,Professional,Bachelors,,12,12,Rural,FALSE,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,.19110486
9379759,1995-09-21,0,0,0,0,30,Private,19670,6,3,Van,yes,0,No,43,4,14,,M,No,Blue Collar,<High School,181625,8,8,Urban,FALSE,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,.14448228
9388991,1996-01-14,0,0,0,0,20,Commercial,33010,6,1,Pickup,yes,0,No,62,0,9,133130,M,No,Unknown,Masters,342825,20,20,Urban,FALSE,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,.056750376
9392738,1996-03-04,0,0,0,0,44,Commercial,7230,4,1,Pickup,no,0,No,42,0,7,2763,M,No,Student,High School,0,9,9,Rural,FALSE,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,.059033547
9406197,1994-04-04,0,0,0,0,42,Private,16090,1,1,SUV,no,0,No,54,0,7,91916,F,No,Professional,Bachelors,266099,9,9,Rural,TRUE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,.018345591
9409575,1998-07-18,0,0,0,0,22,Private,37580,9,1,Sedan,no,0,No,47,0,8,76134,M,No,Professional,Bachelors,218823,1,1,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,.034117617
9425085,1994-11-17,1,3753,0,0,36,Commercial,22520,20,1,Van,no,2,No,36,1,4,75587,M,Yes,Blue Collar,Bachelors,0,6,6,Urban,FALSE,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,.34256557
9478522,1996-04-15,2,3647,0,0,31,Commercial,10710,1,2,Sedan,no,2,No,44,1,NA,48088,F,No,Blue Collar,High School,131782,6,6,Urban,TRUE,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,.36497867
9489949,1994-09-25,0,0,6255,1,40,Commercial,5400,6,1,Pickup,yes,4,Yes,39,1,12,,M,Yes,Clerical,<High School,0,1,1,Urban,FALSE,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,.7828902
9491184,1993-10-12,0,0,0,0,34,Private,30280,10,1,Sedan,yes,2,No,48,0,11,136008,M,No,Lawyer,Masters,0,11,11,Urban,FALSE,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,.19186291
9494489,1999-02-28,2,9237,0,0,24,Private,12470,10,4,Sedan,yes,2,No,31,3,12,14064,M,Yes,Clerical,<High School,0,5,5,Urban,FALSE,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,.30557245
9502929,1998-12-05,0,0,0,0,28,Private,24530,1,1,SUV,no,0,No,40,0,11,83999,F,No,Lawyer,Masters,224899,14,14,Urban,TRUE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,.088332556
9515295,1997-06-27,1,15849,2303,0,45,Private,13890,4,2,Sedan,no,0,Yes,40,1,13,37958,M,Yes,Clerical,Bachelors,0,10,10,Urban,FALSE,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,.40139419
9517053,1995-07-11,0,0,0,2,46,Private,13840,6,3,SUV,no,0,No,39,2,0,,F,No,Home Maker,High School,99103,1,1,Rural,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,.068416141
9518824,1996-12-26,0,0,5181,0,49,Private,4800,1,2,SUV,no,0,Yes,33,1,11,13812,F,No,Student,High School,,1,1,Urban,TRUE,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,.4419336
9520636,1998-11-02,0,0,0,0,25,Private,14890,12,1,SUV,no,0,No,37,0,11,90295,F,No,Manager,Bachelors,240194,14,14,Urban,FALSE,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,.15195696
9521725,1995-11-30,1,5519,0,0,56,Private,14740,1,1,Sedan,no,4,No,51,0,14,121900,M,No,Lawyer,Masters,392573,15,15,Urban,TRUE,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,.15329003
9524826,1996-11-03,0,0,0,1,32,Private,18390,11,2,Sedan,yes,1,No,35,2,5,71424,M,Yes,Lawyer,Masters,224831,21,21,Urban,FALSE,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,.098396309
9538545,1994-05-15,1,5172,0,0,42,Commercial,33700,7,2,Sedan,yes,6,No,54,0,9,94995,F,No,Clerical,PhD,301004,10,10,Rural,FALSE,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,.020415679
9545579,1996-10-14,0,0,0,1,27,Private,7290,6,2,Sedan,no,0,No,36,2,9,21873,M,Yes,Clerical,<High School,118100,1,1,Rural,FALSE,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,.040937096
9557655,1993-07-22,0,0,0,0,39,Private,15590,7,3,SUV,no,2,No,48,0,5,92868,F,No,Manager,Masters,256927,9,9,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,.14548858
9576603,1999-01-09,0,0,0,0,49,Private,22070,17,1,Pickup,no,3,No,53,0,10,185291,F,No,Manager,PhD,475137,12,12,Urban,FALSE,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,.068342231
9583515,1996-12-20,0,0,0,0,39,Private,15080,7,2,Sedan,no,3,No,38,0,12,97821,M,No,Manager,Masters,268333,10,10,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,.096473724
9596715,1996-10-01,0,0,0,0,39,Commercial,20350,1,3,Van,yes,0,No,48,0,15,24503,M,No,Blue Collar,<High School,141398,8,8,Rural,TRUE,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,.053215835
9611170,1993-11-26,3,41669,2553,0,50,Private,5600,1,2,Sedan,no,1,Yes,41,0,9,18939,M,No,Blue Collar,<High School,0,1,1,Urban,TRUE,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,.64493036
9630375,1996-08-12,0,0,0,0,38,Private,5960,7,1,Pickup,yes,1,No,44,0,13,102872,M,No,Professional,Bachelors,345288,17,17,Urban,FALSE,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,.32587925
9630690,1999-03-27,0,0,0,0,50,Private,12230,3,1,Sedan,yes,3,No,48,0,12,59334,M,No,Blue Collar,Bachelors,208034,11,11,Urban,FALSE,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,.20494951
9638010,1993-12-09,3,1842,22180,0,38,Private,10120,3,1,SUV,no,4,Yes,38,0,11,48207,F,No,Clerical,High School,179539,8,8,Urban,FALSE,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,.51732749
9646266,1997-06-17,2,3928,2398,0,28,Private,10120,1,2,SUV,no,1,Yes,32,2,0,0,F,Yes,Home Maker,High School,0,8,8,Urban,TRUE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,.52069855
9658440,1996-12-16,2,4148,0,0,29,Commercial,7880,4,2,SUV,no,7,No,45,0,10,96708,F,No,Blue Collar,Bachelors,272829,9,9,Urban,FALSE,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,.56726414
9659162,1996-03-11,1,4920,0,0,37,Private,4000,1,1,Sedan,yes,3,No,25,0,0,0,M,No,Student,High School,,1,1,Rural,TRUE,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,.053077169
9670872,1997-06-05,0,0,5600,0,29,Commercial,6300,1,2,SUV,no,0,Yes,48,0,12,30377,F,No,Blue Collar,High School,137865,12,12,Urban,TRUE,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,.5098452
9676929,1997-03-10,0,0,0,0,18,Private,1500,10,1,Sports Car,no,0,No,30,0,0,0,F,No,Home Maker,High School,0,7,7,Rural,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.051984433
9682388,1998-09-29,2,3722,0,0,30,Commercial,29930,4,1,Panel Truck,no,1,No,46,0,10,134752,M,No,Unknown,Masters,0,13,13,Urban,FALSE,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,.35156152
9684588,1999-04-25,2,6826,0,0,5,Private,15500,1,3,Sedan,yes,7,No,36,3,15,7585,M,No,Student,<High School,75925,1,1,Urban,TRUE,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,.29437247
9692712,1994-09-29,0,0,0,1,43,Private,10520,1,1,Sports Car,no,1,No,45,1,10,39032,F,Yes,Manager,Bachelors,209556,11,11,Urban,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,.48292884
9696493,1994-10-12,0,0,0,1,74,Private,11710,4,2,Sports Car,no,0,No,41,2,15,44224,F,No,Clerical,Bachelors,158126,11,11,Rural,FALSE,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,.073712647
9699442,1994-12-17,0,0,0,0,5,Commercial,24950,1,4,Panel Truck,no,0,No,43,0,7,83550,M,No,Professional,Bachelors,0,13,13,Urban,TRUE,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,.23946615
9702162,1996-01-27,0,0,0,0,60,Private,5810,6,1,Sedan,no,0,No,28,2,12,56943,M,Yes,Clerical,High School,0,10,10,Rural,FALSE,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,.0486819
9707441,1994-08-04,0,0,0,0,42,Private,6400,6,2,Sedan,no,0,No,49,0,6,8252,M,No,Student,<High School,98860,6,6,Rural,FALSE,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,.020944444
9714944,1999-01-12,0,0,3282,0,43,Private,26520,7,1,Sports Car,no,0,Yes,30,2,12,106722,F,Yes,Manager,Bachelors,0,13,13,Urban,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,.28700471
9726202,1998-08-28,0,0,3337,2,43,Private,26710,17,1,Pickup,no,0,Yes,43,3,14,12284,F,No,Clerical,High School,100519,7,7,Urban,FALSE,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,.14700527
9746805,1994-05-21,2,7888,0,0,55,Commercial,20160,1,1,Sedan,no,0,No,52,0,13,92182,F,No,Blue Collar,High School,286479,1,1,Urban,TRUE,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,.32704541
9772403,1995-01-28,0,0,0,0,54,Private,9210,10,2,Pickup,no,0,No,35,2,10,49299,M,No,Blue Collar,High School,162024,7,7,Urban,FALSE,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,.18480989
9772751,1997-06-06,0,0,0,0,36,Commercial,24900,3,1,Panel Truck,yes,0,No,44,0,12,87190,M,No,Unknown,Masters,260524,12,12,Urban,FALSE,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,.16779427
9776150,1995-02-15,0,0,0,0,33,Commercial,35190,3,1,Panel Truck,yes,0,No,52,0,14,284898,M,No,Manager,PhD,645241,19,19,Urban,FALSE,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,.086143225
9777222,1993-07-01,2,5858,20433,2,37,Commercial,9420,6,2,Sports Car,no,2,Yes,42,2,8,57379,F,Yes,Blue Collar,High School,0,1,1,Urban,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,.90380794
9787550,1999-04-17,2,7645,6075,0,35,Private,11830,4,1,SUV,no,1,Yes,41,2,13,,F,Yes,Clerical,High School,0,1,1,Urban,FALSE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,.54906356
9787881,1994-04-09,0,0,0,0,5,Private,17940,6,3,Sedan,no,0,No,46,0,5,40264,F,No,Professional,Masters,116913,10,10,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,.038436048
9795698,1994-03-18,0,0,0,0,58,Commercial,3900,14,1,Sedan,yes,3,No,24,4,NA,0,M,Yes,Student,High School,0,6,6,Rural,FALSE,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,.15311946
9799481,1998-07-31,2,7637,3753,1,51,Private,25750,1,1,SUV,no,3,Yes,42,2,9,44661,F,No,Lawyer,Masters,,9,9,Urban,TRUE,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,.46548575
9803296,1999-01-17,0,0,0,0,24,Private,15950,7,1,Sedan,no,0,No,45,0,NA,78796,M,No,Lawyer,Masters,236707,15,15,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,.042043105
9817382,1995-01-09,0,0,2804,0,53,Private,6520,3,1,Pickup,yes,5,Yes,23,3,10,27239,M,Yes,Clerical,High School,0,1,1,Urban,FALSE,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,.70702434
9847030,1997-01-23,0,0,0,0,22,Private,10990,1,2,Pickup,yes,2,No,47,0,7,28654,M,No,Professional,High School,144131,8,8,Rural,TRUE,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,.029311562
9870888,1998-11-14,0,0,0,0,42,Private,11370,1,1,Sports Car,no,4,No,37,2,9,591,F,No,Student,<High School,0,5,5,Rural,TRUE,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,.10507829
9874149,1997-10-23,0,0,0,0,19,Private,28400,7,1,Sedan,no,0,No,45,2,6,131148,M,Yes,Professional,Bachelors,0,8,8,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,.10325678
9885579,1999-04-19,0,0,0,0,43,Private,16830,6,2,SUV,no,0,No,65,0,0,0,F,No,Home Maker,PhD,110627,13,13,Rural,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,.01094283
9903523,1995-01-06,0,0,0,0,11,Commercial,31370,1,1,Panel Truck,yes,0,No,45,3,14,227092,M,Yes,Manager,PhD,544976,20,20,Urban,TRUE,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,.17285025
9905831,1998-01-16,0,0,0,0,31,Private,14830,6,3,Sedan,yes,0,No,45,2,13,103093,M,No,Professional,Masters,323805,16,16,Urban,FALSE,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,.062060166
9907745,1993-11-11,0,0,0,0,47,Private,16190,14,1,Sedan,yes,2,No,45,1,15,91898,M,No,Lawyer,Masters,318207,11,11,Urban,FALSE,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,.069837444
9936719,1997-02-15,0,0,0,0,30,Private,16820,4,2,Van,yes,0,No,45,0,9,107537,M,No,Lawyer,Masters,295463,12,12,Urban,FALSE,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,.091202445
9937559,1996-02-25,0,0,0,0,60,Commercial,38340,4,1,Panel Truck,no,0,No,55,0,12,87793,M,No,Manager,Masters,285139,16,16,Urban,FALSE,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,.12255473
9958028,1996-11-19,2,3790,2088,1,26,Private,22150,15,2,SUV,no,0,Yes,42,3,13,42891,F,No,Clerical,High School,197173,6,6,Urban,FALSE,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,.17993268
9986094,1999-05-09,0,0,2479,0,42,Private,12410,1,1,SUV,no,0,Yes,43,0,12,66101,F,No,Lawyer,Masters,247991,14,14,Urban,TRUE,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,.14996134
9994691,1996-12-13,0,0,0,2,41,Private,18290,6,2,Sedan,no,0,No,36,3,6,26011,M,No,Blue Collar,<High School,133863,1,1,Urban,FALSE,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,.4659259
9995304,1996-11-22,0,0,0,0,51,Private,11550,10,2,Pickup,yes,0,No,54,0,16,19394,M,No,Manager,Masters,158811,9,9,Urban,FALSE,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,.10980336
9996587,1995-05-19,0,0,0,0,5,Private,6400,4,2,SUV,no,3,No,49,0,16,70497,F,No,Professional,Bachelors,198019,11,11,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,.1374788
10014510,1994-07-16,3,7081,4544,0,40,Private,17370,1,2,Van,no,0,Yes,26,3,11,28726,M,No,Clerical,High School,119210,9,9,Rural,TRUE,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,.04372916
10037205,1997-07-17,0,0,9863,0,24,Private,12770,1,1,Sedan,yes,0,Yes,30,0,11,112687,M,No,Manager,High School,292964,1,1,Urban,TRUE,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,.1903166
10046833,1996-05-08,2,8043,0,0,49,Private,7330,10,2,SUV,no,6,No,39,0,11,107949,F,No,Professional,Bachelors,273486,11,11,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,.44458458
10059270,1996-06-20,0,0,3971,1,12,Private,1500,7,2,Sedan,no,0,Yes,52,1,12,50726,M,Yes,Manager,Bachelors,220288,10,10,Urban,FALSE,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,.16433243
10070435,1996-01-27,0,0,0,0,52,Commercial,28250,4,4,Sports Car,yes,0,No,59,0,13,83937,M,No,Blue Collar,Bachelors,243854,1,1,Rural,FALSE,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,.052145798
10088267,1998-02-23,0,0,0,0,28,Commercial,8700,4,1,SUV,no,0,No,33,2,14,54109,F,No,Blue Collar,High School,198173,1,1,Rural,FALSE,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,.07485953
10095205,1994-06-27,0,0,0,0,23,Private,24510,1,1,Sedan,no,0,No,45,2,16,63479,F,No,Professional,Bachelors,218781,14,14,Urban,TRUE,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,.056874573
10106738,1997-01-26,0,0,0,0,32,Commercial,18400,6,1,Van,no,1,No,45,3,16,32959,M,No,Blue Collar,<High School,124867,2,2,Rural,FALSE,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,.05196153
10129514,1994-11-11,0,0,0,0,21,Private,19960,10,3,SUV,no,0,No,39,0,10,106944,F,No,Blue Collar,Bachelors,0,12,12,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,.14321555
10129898,1999-06-07,2,2772,0,0,10,Private,7930,11,2,SUV,no,3,No,44,0,6,84736,F,No,Lawyer,Masters,222348,17,17,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,.1164045
10140822,1994-12-16,4,30094,2160,0,51,Commercial,13450,11,1,Sports Car,no,1,Yes,56,0,14,63535,F,No,Blue Collar,High School,0,4,4,Urban,FALSE,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,.84755987
10149010,1996-11-01,2,21205,0,0,54,Private,10400,4,2,Sedan,no,1,No,40,0,11,4404,F,No,Home Maker,Masters,0,17,17,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,.22646628
10150709,1995-07-16,0,0,0,0,30,Private,12710,10,2,Sedan,no,0,No,50,0,7,62069,M,No,Manager,Bachelors,227214,6,6,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,.062903814
10152346,1998-02-23,0,0,0,0,47,Private,7210,4,1,SUV,no,0,No,31,1,10,26119,F,No,Student,Bachelors,0,8,8,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,.30882332
10161146,1996-07-01,0,0,0,0,16,Private,16870,11,2,Van,yes,0,No,57,0,7,93870,M,No,Manager,Masters,302628,14,14,Urban,FALSE,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,.04492785
10172960,1994-07-08,0,0,1645,0,40,Commercial,20590,1,3,Pickup,no,5,Yes,57,0,10,216985,F,No,Unknown,PhD,0,13,13,Urban,FALSE,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,.49430272
10177889,1997-06-30,0,0,0,0,31,Private,33400,6,3,Sedan,no,1,No,51,0,11,54920,F,No,Lawyer,Masters,0,10,10,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,.086139984
10179013,1996-05-11,2,28274,0,0,17,Private,8550,4,1,Pickup,yes,0,No,49,0,13,66196,M,No,Professional,Bachelors,229425,11,11,Urban,FALSE,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,.098701999
10184488,1996-05-03,2,8657,0,0,66,Private,21030,4,1,Sedan,yes,2,No,47,0,11,77501,M,No,Professional,High School,223491,12,12,Urban,FALSE,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,.14050025
10195230,1998-06-21,0,0,0,0,23,Private,21130,13,1,Sedan,no,0,No,38,2,15,136334,F,Yes,Manager,Bachelors,340085,12,12,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,.065858528
10197725,1995-01-24,1,2080,0,0,18,Private,27040,10,1,SUV,no,3,No,70,0,14,12280,F,No,Manager,High School,0,6,6,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,.18590741
10202530,1996-01-26,0,0,0,0,18,Private,41180,1,1,Sedan,no,0,No,53,0,12,176037,F,No,Lawyer,Masters,496550,16,16,Urban,TRUE,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,.021022307
10215088,1994-07-13,0,0,6418,0,49,Private,30580,1,1,Sports Car,no,0,Yes,58,0,13,103555,F,No,Lawyer,Masters,322978,17,17,Rural,TRUE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,.019868454
10216952,1996-08-05,2,2904,1185,0,7,Commercial,5480,1,1,Pickup,yes,1,Yes,39,0,13,,M,No,Clerical,High School,90212,1,1,Urban,FALSE,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,.41742268
10244067,1998-06-29,0,0,0,0,24,Private,4700,4,1,Sedan,yes,0,No,32,5,0,0,M,No,Student,<High School,0,8,8,Urban,FALSE,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,.23172596
10248169,1997-01-16,0,0,0,0,40,Private,23340,9,3,Pickup,no,5,No,37,1,9,67175,F,Yes,Lawyer,PhD,0,22,22,Urban,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,.18227686
10266240,1995-04-08,0,0,4456,0,24,Private,5540,4,1,Sports Car,no,1,Yes,48,0,9,40408,F,No,Clerical,High School,0,1,1,Urban,FALSE,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,.69132721
10279688,1996-12-28,0,0,0,0,25,Private,19720,4,2,SUV,no,3,No,37,0,11,24447,F,No,Lawyer,Masters,143909,13,13,Urban,FALSE,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,.25468424
10289266,1994-03-09,1,45337,0,0,40,Private,13050,6,1,Sports Car,no,3,No,44,1,16,35794,F,No,Manager,PhD,87721,18,18,Urban,FALSE,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,.28942615
10313692,1996-04-28,0,0,0,0,23,Commercial,38120,1,1,Panel Truck,no,2,No,47,0,12,143716,F,No,Manager,PhD,379399,16,16,Urban,TRUE,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,.10825734
10318626,1994-05-25,0,0,0,0,24,Private,13210,10,4,SUV,no,2,No,45,2,13,72727,F,No,Professional,Bachelors,246002,10,10,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,.13587838
10329283,1996-04-09,0,0,0,0,22,Commercial,25520,10,2,Panel Truck,no,1,No,54,0,12,,M,No,Manager,PhD,296150,14,14,Urban,FALSE,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,.095723204
10338601,1997-03-26,0,0,0,0,50,Commercial,6500,1,1,Pickup,no,3,No,50,0,12,227493,F,No,Unknown,PhD,559830,16,16,Urban,FALSE,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,.48262095
10349758,1998-03-29,2,8752,0,0,22,Private,7820,17,3,SUV,no,0,No,47,0,11,63239,F,No,Clerical,<High School,227786,1,1,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,.13597453
10353326,1995-06-17,3,5477,0,0,26,Private,21950,1,2,Van,no,4,No,39,2,13,26840,M,Yes,Lawyer,Masters,143884,9,9,Urban,TRUE,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,.40313175
10358139,1998-08-14,0,0,3920,0,28,Commercial,12860,10,2,Sedan,yes,1,Yes,31,2,7,35053,M,Yes,Blue Collar,High School,125625,1,1,Urban,FALSE,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,.55966324
10362755,1993-11-10,0,0,0,0,49,Private,14300,10,1,Sedan,yes,0,No,40,0,11,87967,M,No,Professional,Masters,260892,11,11,Urban,FALSE,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,.15140979
10368571,1997-01-12,0,0,0,0,36,Commercial,28670,1,2,Panel Truck,yes,1,No,38,2,9,100355,M,Yes,Unknown,Masters,0,17,17,Rural,FALSE,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,.05514513
10394560,1994-03-14,0,0,0,0,26,Private,11740,1,1,Pickup,no,1,No,41,2,9,,M,No,Doctor,PhD,448442,20,20,Urban,FALSE,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,.11223087
10394756,1995-12-02,0,0,0,0,88,Private,22420,4,3,Van,yes,0,No,58,0,13,86647,M,No,Professional,Bachelors,310620,1,1,Urban,FALSE,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,.24083704
10405138,1997-02-03,0,0,0,0,18,Private,15480,6,1,SUV,no,0,No,54,0,NA,70008,F,No,Lawyer,Masters,0,14,14,Rural,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.018793784
10414215,1996-06-09,4,9136,5103,0,36,Commercial,6200,1,2,Pickup,yes,2,Yes,47,0,5,68602,M,No,Blue Collar,<High School,0,4,4,Urban,TRUE,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,.77511752
10415334,1994-11-27,3,3165,0,0,11,Commercial,1500,1,1,SUV,no,1,No,29,3,8,62116,F,Yes,Student,Bachelors,0,6,6,Urban,TRUE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,.79985917
10416634,1998-12-26,4,3787,0,0,31,Private,9760,11,1,SUV,no,4,No,38,0,8,44575,F,No,Professional,Bachelors,164145,6,6,Urban,FALSE,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,.55023599
10439354,1995-02-19,0,0,0,0,34,Commercial,21210,1,3,Van,yes,0,No,47,0,11,30452,M,No,Blue Collar,<High School,150468,8,8,Urban,TRUE,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,.22695346
10442396,1997-02-17,0,0,0,0,71,Commercial,13790,1,1,SUV,no,0,No,50,0,11,72930,F,No,Blue Collar,High School,275761,1,1,Urban,TRUE,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,.64142239
